policy,reward_variant,split,pdis,weighted_pdis,dr,match_rate,mood_improvement,n_matched,dr_estimator,mean_behavior_support,pct_low_support,effective_sample_size,source,action_none,action_increase_activity,action_decrease_activity,action_increase_sleep,action_decrease_sleep,action_increase_social,action_decrease_social,pdis_se,pdis_ci_low,pdis_ci_high,weighted_pdis_se,weighted_pdis_ci_low,weighted_pdis_ci_high,dr_se,dr_ci_low,dr_ci_high,match_rate_se,match_rate_ci_low,match_rate_ci_high,mood_improvement_se,mood_improvement_ci_low,mood_improvement_ci_high,display_name,policy_type,color
behavior_cloning_logistic,reward_dense,test,-0.002665,-0.0028,,0.891803,0.142857,14.0,none,0.811074,0.0,,extended_comparison,0.44918,0.088525,0.098361,0.059016,0.039344,0.140984,0.12459,0.008449,-0.017332,0.012918,0.009798,-0.023854,0.016245,,,,0.022359,0.843915,0.926225,0.244511,-0.336384,0.622098,Beh. cloning,Baseline,#525252
contextual_bandit,reward_dense,test,0.016886,0.025965,0.1210583946612581,0.163934,,0.0,bandit_1step,0.180176,63.606557,,extended_comparison,0.357377,0.301639,0.016393,0.036066,0.160656,0.055738,0.072131,0.014691,0.001076,0.05236,0.0366,-0.058826,0.074694,,,,0.025452,0.114964,0.207422,,,,Ctx. bandit,Bandit,#fd8d3c
bcq,reward_dense,test,-0.004942,-0.004513,0.208427,0.84918,0.115385,13.0,sequential,0.758211,1.639344,,extended_comparison,0.416393,0.101639,0.088525,0.052459,0.042623,0.160656,0.137705,0.02083,-0.042098,0.035764,0.011539,-0.025609,0.016138,0.264949,-0.340836,0.549593,0.019333,0.813154,0.882288,0.262429,-0.398977,0.629746,BCQ,Offline RL,#2171b5
cql,reward_dense,test,-0.018651,-0.00405,-6.014113,0.95082,0.115385,13.0,sequential,0.778422,0.327869,,extended_comparison,0.380328,0.101639,0.108197,0.04918,0.039344,0.160656,0.160656,0.029947,-0.061405,0.034596,0.012309,-0.029819,0.015142,1.005011,-7.699048,-4.228089,0.015697,0.916452,0.973283,0.262429,-0.398977,0.629746,CQL,Offline RL,#6baed6
iql,reward_dense,test,0.0057162995863737,-0.0112402981144088,0.0091885379823421,0.121311475409836,,0.0,sequential,,,2.960072717220052,iql_awac_ope,0.1901639344262295,0.2360655737704918,0.0754098360655737,0.2327868852459016,0.0885245901639344,0.1573770491803278,0.0196721311475409,0.0109142045229951,-0.0101736703140867,0.0282692812265444,0.0349558027434995,-0.0601563208073881,0.0560040224389446,0.0308659762508134,-0.0602157353866094,0.058608022947932,0.0207049470888953,0.0904708161691402,0.1795024420024419,,,,IQL,Offline RL,#884ea0
awac,reward_dense,test,0.0056206953491375,-0.0130070203127232,0.035053522064477,0.2426229508196721,0.9999999701976776,3.0,sequential,,,3.1090351966960403,iql_awac_ope,0.5409836065573771,0.0327868852459016,0.0065573770491803,0.2622950819672131,0.121311475409836,0.0327868852459016,0.0032786885245901,0.0110172822793853,-0.010385693333114,0.028430756391517,0.0351032177883676,-0.0608945065950144,0.0559048815410416,0.0395684178402036,-0.0347541956366261,0.1050905770630597,0.0301261086531164,0.1808075316909239,0.3003548139624089,0.4811252042505797,0.0569945698665412,1.943005370528814,AWAC,Offline RL,#9b59b6
dqn,reward_dense,test,0.0166588361591756,0.033888302134481,0.2786256059756781,0.2065573770491803,,0.0,sequential,,,2.0525292687011625,dqn_ope,0.2163934426229508,0.2327868852459016,0.0229508196721311,0.2393442622950819,0.0426229508196721,0.1278688524590163,0.1180327868852459,0.0129034896483962,-0.0014500603513483,0.0476588718160938,0.0321089675863409,-0.0377215246593833,0.0837171005665047,0.0977987796853185,0.1292691619736337,0.5025192276320357,0.0326410188055233,0.1521744541334798,0.2793713666932634,,,,DQN,Offline RL,#41ab5d
double_dqn,reward_dense,test,0.0198209291076876,0.0435112026367747,0.5604139807947817,0.2,1.0,1.0,sequential,,,2.4696979911382795,dqn_ope,0.2524590163934426,0.1245901639344262,0.0262295081967213,0.3049180327868852,0.0754098360655737,0.1245901639344262,0.0918032786885245,0.0130709215634803,0.001990927781745,0.0496483805361762,0.0238384409908323,-0.0193659321265919,0.0710723188680808,0.1238290435875662,0.3328487734560243,0.813506120479169,0.0242094539938377,0.152713603999394,0.2399784317484662,,1.0,1.0,Double DQN,Offline RL,#238b45
