reward_variant,algo,learning_rate,batch_size,target_update_interval,hidden_units,td_error,action_match,value,loss,pdis,mood_improvement,direct_method_v0
reward_sparse,double_dqn,6.25e-05,32,1000,256x256,0.2896875569952553,0.17763157894736842,0.4626427928083821,0.00672774616323295,0.011528499199699527,0.4666666746139526,0.4405068460513245
reward_sparse,double_dqn,6.25e-05,32,8000,64x64,0.20444905170432515,0.09868421052631579,0.1600276503013447,0.010435500966093969,-1.2611071703309728e-05,1.0000000198682149,0.16598869860172272
reward_sparse,double_dqn,6.25e-05,32,8000,256x256,0.27094789077105813,0.12171052631578948,0.1519526205024225,0.006082898912846577,0.0034355215644382487,1.2000000119209289,0.12044624311172149
reward_sparse,double_dqn,6.25e-05,64,1000,64x64,0.20875786636387628,0.1513157894736842,0.3691047404549624,0.009028999278671108,4.775541113329765e-05,0.40000001192092893,0.3731996925039725
reward_sparse,double_dqn,6.25e-05,64,1000,256x256,0.33272298797395355,0.1513157894736842,0.5336652600059384,0.005753902149957139,0.011528503162199081,0.3888888955116272,0.5071439864960584
reward_sparse,double_dqn,6.25e-05,64,8000,64x64,0.20987024621262187,0.10526315789473684,0.1706457447848822,0.009696098327822983,-1.2611044010023136e-05,1.0000000198682149,0.17321703202006491
reward_sparse,double_dqn,6.25e-05,64,8000,256x256,0.285019872896066,0.14473684210526316,0.17060931806420404,0.004817185933340806,-0.00025732790816181453,1.2500000149011612,0.1340827093121003
reward_dense,dqn,0.0001,32,1000,64x64,0.1271102052754341,0.17105263157894737,0.7044473043397853,0.012270806515379809,0.020230483652480553,1.1666666865348816,0.6807820668274706
reward_dense,dqn,0.0001,32,1000,256x256,0.1362081581530562,0.20065789473684212,0.6063896599960955,0.0054213865680096205,0.022530157921468463,0.5833333432674408,0.5682383511554111
reward_dense,dqn,0.0001,32,8000,64x64,0.10324303557111698,0.09868421052631579,0.23608300181742953,0.005483821917732712,0.017195890609117307,1.7777777910232544,0.1848673244768923
reward_dense,dqn,0.0001,32,8000,256x256,0.10620554844108346,0.1875,0.19500584062112275,0.001480951390813425,0.029473047130311,1.2666666746139525,0.12698565520854158
reward_dense,dqn,0.0001,64,1000,64x64,0.12872988061011967,0.17105263157894737,0.6812567359914905,0.010902144517214038,0.019742288198510906,0.6666666865348816,0.6626089540394869
reward_dense,dqn,0.0001,64,1000,256x256,0.16062860550116392,0.17763157894736842,0.6951224808336088,0.004731093508010963,0.0244811442991196,0.4,0.6519891253926537
reward_dense,dqn,0.0001,64,8000,64x64,0.10948456708844773,0.12828947368421054,0.24296632983207114,0.0046396281555411405,0.015533402066333293,1.6666666865348816,0.18861600062386555
reward_dense,dqn,0.0001,64,8000,256x256,0.10485249259932686,0.19407894736842105,0.19602421690471697,0.0011438103398184467,0.024186684510779412,1.0000000099341075,0.13046261003579607
reward_dense,dqn,6.25e-05,32,1000,64x64,0.1448269666848544,0.20065789473684212,0.7897664630099347,0.01505472229940351,0.020233407204720964,0.2083333432674408,0.7646120854399421
reward_dense,dqn,6.25e-05,32,1000,256x256,0.12550642271401968,0.22039473684210525,0.5673072143997017,0.006302580838924041,0.026694775082138553,0.5833333432674408,0.5346633808856661
reward_dense,dqn,6.25e-05,32,8000,64x64,0.10068307017686393,0.12171052631578948,0.2433269884755933,0.007292810765863396,0.018744086919575787,0.2777777910232544,0.19933246838098223
reward_dense,dqn,6.25e-05,32,8000,256x256,0.10264612565915261,0.17105263157894737,0.19130086422381665,0.0021743493591915466,0.03112066039892728,1.2000000119209289,0.1296740098517727
reward_dense,dqn,6.25e-05,64,1000,64x64,0.13206247701347182,0.17434210526315788,0.7267773629803407,0.01307543641119264,0.01932539278954777,0.3333333730697632,0.6990427388386293
reward_dense,dqn,6.25e-05,64,1000,256x256,0.13294533948585732,0.19736842105263158,0.6152874263689706,0.005658281034836545,0.023489446640022654,0.5,0.5821977474472739
reward_dense,dqn,6.25e-05,64,8000,64x64,0.1022088263671508,0.11513157894736842,0.2421733127588308,0.006256063404469751,0.019795116321258674,0.6111111243565878,0.1935592299665917
reward_dense,dqn,6.25e-05,64,8000,256x256,0.1042333944955829,0.19407894736842105,0.19595430588493687,0.0017160326322009495,0.03012673714508216,1.0000000099341075,0.1290893544950946
reward_dense,double_dqn,0.0001,32,1000,64x64,0.11359392530784164,0.1875,0.6134186555680475,0.011104892346239648,0.022202238501560476,0.4444444576899211,0.5889961401169951
reward_dense,double_dqn,0.0001,32,1000,256x256,0.12092063855909287,0.18421052631578946,0.5053689533256387,0.005420817065006122,0.03284290358371507,0.4666666746139526,0.4648785274475813
reward_dense,double_dqn,0.0001,32,8000,64x64,0.09563514162794404,0.12171052631578948,0.15753628759595908,0.00579923778208904,0.017763716308943866,1.7777777910232544,0.11353151076896624
reward_dense,double_dqn,0.0001,32,8000,256x256,0.11983786297479894,0.11513157894736842,0.0959021946067591,0.003530192115099635,0.019249696554431494,1.2000000119209289,0.022830692754889078
reward_dense,double_dqn,0.0001,64,1000,64x64,0.11452216360951384,0.18092105263157895,0.5734614636258859,0.009544815665553324,0.02167291773669984,1.1920928955078126e-08,0.5531676652079279
