reward_variant,algo,split,learning_rate,batch_size,target_update_interval,hidden_units,student_id,num_rows,num_students,action_match,dominant_policy_action,dominant_policy_action_rate,policy_collapsed,increase_sleep_rate,increase_activity_rate,increase_social_rate,policy_action_rate_none,policy_action_rate_increase_activity,policy_action_rate_decrease_activity,policy_action_rate_increase_sleep,policy_action_rate_decrease_sleep,policy_action_rate_increase_social,policy_action_rate_decrease_social,logged_action_rate_none,logged_action_rate_increase_activity,logged_action_rate_decrease_activity,logged_action_rate_increase_sleep,logged_action_rate_decrease_sleep,logged_action_rate_increase_social,logged_action_rate_decrease_social,reliable_support,num_episodes,td_error,value,pdis,trajectory_is,trajectory_wis,weighted_pdis,dr,effective_sample_size,weight_mean,weight_max,nonzero_weight_episodes,mood_improvement,direct_method_v0
reward_dense,double_dqn,train,0.0001,32,1000,256x256,u59,52,1,0.3269230769230769,increase_sleep,0.34615384615384615,False,0.34615384615384615,0.07692307692307693,0.07692307692307693,0.28846153846153844,0.07692307692307693,0.0,0.34615384615384615,0.11538461538461539,0.07692307692307693,0.09615384615384616,0.28846153846153844,0.11538461538461539,0.11538461538461539,0.21153846153846154,0.15384615384615385,0.07692307692307693,0.038461538461538464,True,1,0.03926634853272704,0.5575078039770373,0.07765950847453668,3.4841232194320103e-66,1.2940976954580987,0.024886494143424982,2.6001432055304594,1.0,2.692318541065528e-66,2.692318541065528e-66,1,0.14285714285714285,0.8843153119087219
reward_dense,double_dqn,val,0.0001,32,1000,256x256,u00,8,1,0.0,increase_sleep,0.375,False,0.375,0.0,0.125,0.0,0.0,0.0,0.375,0.375,0.125,0.125,0.125,0.25,0.125,0.125,0.0,0.25,0.125,False,1,0.0788822679896839,0.6865362673997879,-0.00045963238686325315,8.861925644445662e-18,0.17244378943789107,0.021555473679736384,0.5313947086433869,1.0,5.1390227930693055e-17,5.1390227930693055e-17,1,,0.5410528182983398
reward_dense,double_dqn,val,0.0001,32,1000,256x256,u01,8,1,0.25,none,0.5,False,0.375,0.0,0.125,0.5,0.0,0.0,0.375,0.0,0.125,0.0,0.375,0.125,0.125,0.0,0.0,0.125,0.25,False,1,0.03123607702764275,0.6537694036960602,0.004748775954845432,-1.9005686999607306e-13,-0.09910625129658507,-0.01238828141207314,1.0319560569448192,1.0,1.9177081920625716e-12,1.9177081920625716e-12,1,,0.3804066479206085
reward_dense,double_dqn,val,0.0001,32,1000,256x256,u02,8,1,0.125,increase_sleep,0.75,False,0.75,0.125,0.0,0.0,0.125,0.0,0.75,0.125,0.0,0.0,0.125,0.25,0.125,0.0,0.0,0.375,0.125,False,1,0.004662212884795736,0.3311759978532791,0.00016616119211182987,-3.294104943728553e-16,-0.05673832131054396,-0.0070922901638179915,0.26756344026054346,1.0,5.805784992649039e-15,5.805784992649039e-15,1,,0.2704992890357971
reward_dense,double_dqn,val,0.0001,32,1000,256x256,u03,1,1,0.0,increase_activity,1.0,False,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,False,1,0.1620282530784607,0.5301090478897095,0.0,0.0,0.0,0.0,-1.4897361310464996,1.0,5.0,5.0,1,,0.5301090478897095
reward_dense,double_dqn,val,0.0001,32,1000,256x256,u04,5,1,0.2,none,0.6,False,0.2,0.0,0.0,0.6,0.0,0.0,0.2,0.2,0.0,0.0,0.2,0.2,0.4,0.0,0.0,0.0,0.2,False,1,0.0573509581138751,0.3255998194217682,0.00019757366650018036,-5.471959849761051e-09,-0.23370358623694973,-0.04674071724738995,0.3090267991043187,1.0,2.341410304338713e-08,2.341410304338713e-08,1,,0.3114360272884369
reward_dense,double_dqn,val,0.0001,32,1000,256x256,u05,9,1,0.2222222222222222,increase_sleep,0.4444444444444444,False,0.4444444444444444,0.2222222222222222,0.1111111111111111,0.2222222222222222,0.2222222222222222,0.0,0.4444444444444444,0.0,0.1111111111111111,0.0,0.2222222222222222,0.2222222222222222,0.1111111111111111,0.0,0.0,0.3333333333333333,0.1111111111111111,False,1,0.09930533785639757,0.5513223045402103,0.00014086253174874517,-6.812889519643081e-15,-0.4715989828263261,-0.052399886980702894,0.4624928721313602,1.0,1.444636177714581e-14,1.444636177714581e-14,1,,0.4746623933315277
reward_dense,double_dqn,val,0.0001,32,1000,256x256,u08,9,1,0.0,none,0.3333333333333333,False,0.2222222222222222,0.0,0.2222222222222222,0.3333333333333333,0.0,0.0,0.2222222222222222,0.2222222222222222,0.2222222222222222,0.0,0.1111111111111111,0.1111111111111111,0.1111111111111111,0.1111111111111111,0.0,0.2222222222222222,0.3333333333333333,False,1,0.1204597359109256,0.4897637002997928,-0.0002509932544937899,-3.70335484824208e-20,-0.05449099792580642,-0.00605455532508959,0.14491608415665502,1.0,6.796269088858449e-19,6.796269088858449e-19,1,,0.14951196312904358
reward_dense,double_dqn,val,0.0001,32,1000,256x256,u09,9,1,0.2222222222222222,none,0.3333333333333333,False,0.2222222222222222,0.1111111111111111,0.2222222222222222,0.3333333333333333,0.1111111111111111,0.1111111111111111,0.2222222222222222,0.0,0.2222222222222222,0.0,0.2222222222222222,0.2222222222222222,0.1111111111111111,0.0,0.0,0.2222222222222222,0.2222222222222222,False,1,0.02825356722718829,0.30280833277437424,0.010209311670223573,-7.333775172125621e-16,-0.09350383675843237,-0.010389315195381388,0.2526208948204681,1.0,7.843287961618587e-15,7.843287961618587e-15,1,,0.18863554298877716
reward_dense,double_dqn,val,0.0001,32,1000,256x256,u10,9,1,0.0,increase_sleep,0.2222222222222222,False,0.2222222222222222,0.1111111111111111,0.2222222222222222,0.1111111111111111,0.1111111111111111,0.1111111111111111,0.2222222222222222,0.1111111111111111,0.2222222222222222,0.1111111111111111,0.2222222222222222,0.3333333333333333,0.2222222222222222,0.0,0.1111111111111111,0.0,0.1111111111111111,False,1,0.05304469087988966,0.4288551906744639,-0.00022438151096578117,-1.1753785689815515e-19,-0.520878474613549,-0.057875386068172094,0.5037359086902718,1.0,2.2565312760401367e-19,2.2565312760401367e-19,1,,0.5123410820960999
reward_dense,double_dqn,val,0.0001,32,1000,256x256,u12,9,1,0.0,increase_sleep,0.5555555555555556,False,0.5555555555555556,0.0,0.1111111111111111,0.2222222222222222,0.0,0.0,0.5555555555555556,0.1111111111111111,0.1111111111111111,0.0,0.2222222222222222,0.1111111111111111,0.1111111111111111,0.0,0.0,0.2222222222222222,0.3333333333333333,False,1,0.019138992475846963,0.4369852575990889,-0.00021189995507520955,-5.7543596863028e-19,-0.2503002257917554,-0.027811136199083927,0.31191354663014786,1.0,2.2989830185332343e-18,2.2989830185332343e-18,1,,0.3180101215839386
reward_dense,double_dqn,val,0.0001,32,1000,256x256,u13,9,1,0.3333333333333333,none,0.6666666666666666,False,0.2222222222222222,0.0,0.1111111111111111,0.6666666666666666,0.0,0.0,0.2222222222222222,0.0,0.1111111111111111,0.0,0.4444444444444444,0.1111111111111111,0.2222222222222222,0.0,0.0,0.1111111111111111,0.1111111111111111,False,1,0.010717193218523689,0.2665541602505578,-0.008228313781986626,-1.843984585850219e-12,-0.15737455200912945,-0.01748606133434772,0.15249545354404925,1.0,1.1717171310792661e-11,1.1717171310792661e-11,1,,0.19051797688007355
reward_dense,double_dqn,val,0.0001,32,1000,256x256,u14,8,1,0.25,increase_sleep,0.5,False,0.5,0.0,0.25,0.25,0.0,0.0,0.5,0.0,0.25,0.0,0.375,0.0,0.0,0.0,0.0,0.25,0.375,False,1,0.18405204761074856,0.6648298539221287,0.023170470819434696,-4.903445842733731e-13,-0.27938758593503465,-0.034923448241879325,1.385136741922122,1.0,1.75506933363672e-12,1.75506933363672e-12,1,,0.5434941649436951
reward_dense,double_dqn,val,0.0001,32,1000,256x256,u16,8,1,0.125,none,0.375,False,0.375,0.0,0.0,0.375,0.0,0.0,0.375,0.25,0.0,0.0,0.125,0.0,0.125,0.125,0.375,0.25,0.0,False,1,1.2120566403027624,0.7565004508942366,-0.0005853645367077787,1.2783370878265517e-13,1.3200132550298331,0.16500165687872914,0.5492434602139474,1.0,9.684274630997251e-14,9.684274630997251e-14,1,,0.559455931186676
reward_dense,double_dqn,val,0.0001,32,1000,256x256,u17,8,1,0.625,increase_sleep,0.5,False,0.5,0.125,0.0,0.125,0.125,0.0,0.5,0.125,0.0,0.125,0.125,0.25,0.125,0.25,0.125,0.0,0.125,False,1,0.06603800925950054,0.5271248836070299,0.3836751561133104,3.5787975340433445e-06,1.4203442447126133,0.17754303058907667,1.5902425086893675,1.0,2.5196691206134073e-06,2.5196691206134073e-06,1,1.0,0.9250451922416687
reward_dense,double_dqn,val,0.0001,32,1000,256x256,u18,8,1,0.0,increase_sleep,0.875,False,0.875,0.0,0.0,0.125,0.0,0.0,0.875,0.0,0.0,0.0,0.5,0.0,0.0,0.0,0.0,0.25,0.25,False,1,0.062261013072770766,0.5630728751420975,-0.0002682488012925778,-2.208727975836056e-17,-0.2591936741119403,-0.032399209263992534,0.4954638306101262,1.0,8.52153503901547e-17,8.52153503901547e-17,1,,0.503551185131073
reward_dense,double_dqn,val,0.0001,32,1000,256x256,u19,8,1,0.0,decrease_social,0.375,False,0.25,0.25,0.0,0.125,0.25,0.0,0.25,0.0,0.0,0.375,0.25,0.125,0.0,0.125,0.125,0.25,0.125,False,1,0.13887484406450312,0.5444659516215324,-0.0012299859001526344,5.198089638803478e-17,0.28168336752030443,0.03521042094003807,0.41399141847661525,1.0,1.8453661941643702e-16,1.8453661941643702e-16,1,,0.4244386851787567
