reward_variant,algo,split,expectile,temperature,lam,max_weight,critic_lr,actor_lr,batch_size,hidden_units,num_rows,num_episodes,action_match,pdis,weighted_pdis,trajectory_is,trajectory_wis,dr,effective_sample_size,weight_mean,weight_max,mood_improvement,mood_n_matched,direct_method_v0,pdis_se,pdis_ci_low,pdis_ci_high,weighted_pdis_se,weighted_pdis_ci_low,weighted_pdis_ci_high,match_rate_se,match_rate_ci_low,match_rate_ci_high,dr_se,dr_ci_low,dr_ci_high,mood_improvement_se,mood_improvement_ci_low,mood_improvement_ci_high,action_match_se,action_match_ci_low,action_match_ci_high,action_none,action_increase_activity,action_decrease_activity,action_increase_sleep,action_decrease_sleep,action_increase_social,action_decrease_social
reward_dense,iql,test,0.7,3.0,,,0.0001,,64,256x256,305,45,0.12131147540983607,0.0057162995863737605,-0.011240298114408865,0.0040679607296902716,0.014468429384884157,0.009188537982342143,2.9600727172200516,0.28116118353110664,5.0,,0,0.21159456554386352,0.010914204522995172,-0.010173670314086725,0.028269281226544447,0.03495580274349951,-0.0601563208073881,0.05600402243894462,0.020704947088895382,0.0904708161691402,0.17950244200244198,0.03086597625081349,-0.0602157353866094,0.05860802294793202,,,,0.020704947088895382,0.0904708161691402,0.17950244200244198,0.1901639344262295,0.2360655737704918,0.07540983606557378,0.23278688524590163,0.08852459016393442,0.15737704918032788,0.019672131147540985
reward_dense,awac,test,0.7,,1.0,100.0,0.0001,0.0001,64,256x256,305,45,0.24262295081967214,0.005620695349137538,-0.013007020312723239,0.002978448299638542,0.010157901637877158,0.03505352206447701,3.1090351966960403,0.29321491837766905,5.0,0.9999999701976776,3,0.26512226578262116,0.011017282279385386,-0.010385693333114015,0.02843075639151701,0.03510321778836761,-0.06089450659501446,0.055904881541041604,0.030126108653116435,0.18080753169092392,0.3003548139624089,0.03956841784020361,-0.0347541956366261,0.10509057706305978,0.48112520425057975,0.05699456986654128,1.943005370528814,0.030126108653116435,0.18080753169092392,0.3003548139624089,0.5409836065573771,0.03278688524590164,0.006557377049180328,0.26229508196721313,0.12131147540983607,0.03278688524590164,0.003278688524590164
